,Time Stamp,temp,feelslike,humidity,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,conditions,Time Zone,Name,PTID,Load
3,2019-01-02 03:00:00,37.1,28.9,57.66,19.7,13.0,332.0,1023.8,29.0,9.9,Partially cloudy,EST,N.Y.C.,61761,4336.6
4,2019-01-02 04:00:00,37.1,30.0,53.98,19.7,10.3,334.0,1023.8,34.2,9.9,Partially cloudy,EST,N.Y.C.,61761,4331.3
5,2019-01-02 05:00:00,36.1,29.1,56.28,19.7,9.4,346.0,1024.2,34.2,9.9,Partially cloudy,EST,N.Y.C.,61761,4462.2
6,2019-01-02 06:00:00,35.8,30.6,56.42,19.7,6.3,13.0,1025.0,34.2,9.9,Partially cloudy,EST,N.Y.C.,61761,4777.9
7,2019-01-02 07:00:00,35.3,27.9,55.99,19.7,9.8,1.0,1026.3,25.9,9.9,Partially cloudy,EST,N.Y.C.,61761,5389.2
8,2019-01-02 08:00:00,35.1,29.4,56.44,19.7,6.7,11.0,1026.8,27.7,9.9,Partially cloudy,EST,N.Y.C.,61761,5791.0
9,2019-01-02 09:00:00,36.0,29.8,57.45,19.7,7.8,28.0,1027.3,22.5,9.9,Partially cloudy,EST,N.Y.C.,61761,6098.2
10,2019-01-02 10:00:00,36.2,30.4,54.82,19.7,7.1,28.0,1027.8,32.3,9.9,,EST,N.Y.C.,61761,6199.0
11,2019-01-02 11:00:00,37.0,32.2,52.59,19.7,6.0,50.0,1027.7,31.5,9.2,,EST,N.Y.C.,61761,6242.5
12,2019-01-02 12:00:00,38.0,32.9,50.62,19.7,6.7,60.0,1027.1,21.7,9.9,,EST,N.Y.C.,61761,6274.3
13,2019-01-02 13:00:00,38.1,33.9,49.16,19.7,5.4,80.0,1026.2,21.7,9.9,,EST,N.Y.C.,61761,6281.4
14,2019-01-02 14:00:00,38.9,38.9,49.63,19.7,2.0,29.0,1025.7,21.7,9.9,,EST,N.Y.C.,61761,6268.5
15,2019-01-02 15:00:00,38.7,34.5,51.01,19.883333333333333,5.6,80.0,1025.4,21.7,9.9,,EST,N.Y.C.,61761,6272.7
16,2019-01-02 16:00:00,38.2,33.5,54.05,20.04047619047619,6.3,150.0,1024.8,53.3,9.9,,EST,N.Y.C.,61761,6395.5
17,2019-01-02 17:00:00,37.3,31.0,56.36,20.24672619047619,8.7,134.0,1024.7,58.4,9.9,,EST,N.Y.C.,61761,6600.8
18,2019-01-02 18:00:00,37.1,31.1,56.33,20.430059523809526,8.1,146.0,1024.4,97.5,9.9,,EST,N.Y.C.,61761,6649.9
19,2019-01-02 19:00:00,37.3,31.4,56.01,20.80672619047619,7.8,150.0,1024.0,93.9,9.9,,EST,N.Y.C.,61761,6451.3
20,2019-01-02 20:00:00,37.5,30.8,55.57,21.295362554112554,9.4,156.0,1022.6,93.9,9.9,,EST,N.Y.C.,61761,6323.2
21,2019-01-02 21:00:00,38.0,31.7,55.44,21.731751443001443,8.9,162.0,1021.7,93.9,9.9,,EST,N.Y.C.,61761,6086.3
22,2019-01-02 22:00:00,38.4,33.4,59.66,22.08120199245199,6.7,148.0,1020.6,93.9,9.9,,EST,N.Y.C.,61761,5809.7
23,2019-01-02 23:00:00,39.3,33.3,61.9,22.390959645513217,8.7,164.0,1019.4,84.1,9.9,,EST,N.Y.C.,61761,5392.6
0,2019-01-03 00:00:00,40.1,35.4,66.34,20.8,6.8,159.0,1018.9,72.2,9.9,,EST,N.Y.C.,61761,4978.6
1,2019-01-03 01:00:00,39.8,37.1,76.31,20.8,4.1,103.0,1012.325,69.3,9.9,,EST,N.Y.C.,61761,4704.8
2,2019-01-03 02:00:00,40.1,40.1,78.9,21.35,2.7,103.0,1012.4800000000001,65.4,9.9,Partially cloudy,EST,N.Y.C.,61761,4514.1
3,2019-01-03 03:00:00,39.8,39.8,83.47,21.35,2.7,81.0,1012.5500000000001,84.9,9.9,Partially cloudy,EST,N.Y.C.,61761,4397.7
4,2019-01-03 04:00:00,41.2,38.5,79.83,23.46666666666667,4.1,137.0,1012.6142857142858,89.4,9.9,Partially cloudy,EST,N.Y.C.,61761,4367.5
5,2019-01-03 05:00:00,42.2,42.2,79.1,25.075000000000003,2.7,235.0,1012.7,95.9,9.9,Overcast,EST,N.Y.C.,61761,4455.0
6,2019-01-03 06:00:00,43.5,43.5,77.17,25.12,1.4,294.0,1012.8666666666668,89.4,9.9,Partially cloudy,EST,N.Y.C.,61761,4805.1
7,2019-01-03 07:00:00,44.0,39.2,79.01,24.583333333333332,8.5,234.0,1011.5,93.1,9.9,Overcast,EST,N.Y.C.,61761,5361.3
8,2019-01-03 08:00:00,43.2,37.1,77.72,24.583333333333332,11.3,252.0,1012.0,85.4,9.9,Partially cloudy,EST,N.Y.C.,61761,5801.1
9,2019-01-03 09:00:00,43.2,36.8,75.62,20.8,12.0,276.0,1012.6,84.6,9.9,Partially cloudy,EST,N.Y.C.,61761,6043.4
10,2019-01-03 10:00:00,42.9,35.8,74.02,25.339999999999996,14.3,302.0,1013.2,25.0,9.9,Partially cloudy,EST,N.Y.C.,61761,6180.4
11,2019-01-03 11:00:00,43.5,36.2,66.85,21.9,15.4,316.0,1013.1,20.8,9.9,Partially cloudy,EST,N.Y.C.,61761,6251.0
12,2019-01-03 12:00:00,42.4,33.5,57.5,26.199999999999996,20.6,322.0,1012.9,86.4,9.7,Partially cloudy,EST,N.Y.C.,61761,6326.0
13,2019-01-03 13:00:00,43.5,36.1,47.9,27.7,15.6,320.0,1013.0,40.7,9.9,Partially cloudy,EST,N.Y.C.,61761,6272.6
14,2019-01-03 14:00:00,43.1,34.9,43.97,29.9,18.2,330.0,1013.3,38.8,8.8,Partially cloudy,EST,N.Y.C.,61761,6237.4
15,2019-01-03 15:00:00,42.7,35.1,46.23,25.3,15.6,310.0,1014.2,73.8,9.9,Partially cloudy,EST,N.Y.C.,61761,6241.4
16,2019-01-03 16:00:00,41.2,34.0,50.93,21.9,13.0,312.0,1014.4,85.8,9.9,Partially cloudy,EST,N.Y.C.,61761,6351.1
17,2019-01-03 17:00:00,39.3,30.3,50.21,26.199999999999996,16.9,316.0,1015.0,33.9,9.9,Partially cloudy,EST,N.Y.C.,61761,6573.0
18,2019-01-03 18:00:00,39.1,32.4,49.94,26.199999999999996,10.5,322.0,1015.8,42.8,9.9,Partially cloudy,EST,N.Y.C.,61761,6591.5
19,2019-01-03 19:00:00,38.9,32.5,50.89,25.41666666666666,9.6,320.0,1016.3,37.0,9.9,Partially cloudy,EST,N.Y.C.,61761,6433.6
20,2019-01-03 20:00:00,39.0,33.3,52.73,24.43095238095238,8.1,332.0,1016.7,80.6,9.9,Partially cloudy,EST,N.Y.C.,61761,6248.3
21,2019-01-03 21:00:00,39.0,34.2,53.32,24.14345238095238,6.5,303.0,1016.9,88.9,9.9,Partially cloudy,EST,N.Y.C.,61761,6038.0
22,2019-01-03 22:00:00,38.1,33.3,55.2,24.265674603174602,6.3,258.0,1016.4,82.6,9.9,Partially cloudy,EST,N.Y.C.,61761,5761.3
23,2019-01-03 23:00:00,38.0,32.1,56.94,23.945674603174602,8.1,246.0,1016.4,20.9,9.9,Partially cloudy,EST,N.Y.C.,61761,5415.9
0,2019-01-04 00:00:00,37.8,33.2,58.42,23.65476551226551,5.8,227.0,1016.0,13.9,9.9,Clear,EST,N.Y.C.,61761,4996.1
1,2019-01-04 01:00:00,37.1,31.2,60.26,23.453376623376624,7.8,252.0,1016.3,19.2,9.9,Clear,EST,N.Y.C.,61761,4713.9
2,2019-01-04 02:00:00,36.7,30.5,61.88,23.34330336330336,8.2,246.0,1016.6,10.5,9.9,Clear,EST,N.Y.C.,61761,4557.7
3,2019-01-04 03:00:00,35.8,28.9,62.68,23.261628193235335,9.1,256.0,1016.5,10.5,9.9,Clear,EST,N.Y.C.,61761,4466.5
4,2019-01-04 04:00:00,35.5,28.9,62.43,23.0,8.2,242.0,1016.0,10.5,9.9,Clear,EST,N.Y.C.,61761,4450.1
5,2019-01-04 05:00:00,35.3,29.8,63.64,23.0,6.5,226.0,1015.7,10.5,9.9,Clear,EST,N.Y.C.,61761,4548.2
6,2019-01-04 06:00:00,35.3,29.8,63.64,23.0,6.5,226.0,1015.8,27.9,9.9,Partially cloudy,EST,N.Y.C.,61761,4906.1
7,2019-01-04 07:00:00,35.3,28.8,66.07,23.0,8.1,220.0,1015.9,27.9,9.9,Partially cloudy,EST,N.Y.C.,61761,5457.3
8,2019-01-04 08:00:00,35.6,28.2,65.21,23.0,10.0,226.0,1015.9,34.2,9.9,Partially cloudy,EST,N.Y.C.,61761,5910.0
9,2019-01-04 09:00:00,36.1,29.4,66.56,23.0,8.9,226.0,1016.0,35.9,9.9,Partially cloudy,EST,N.Y.C.,61761,6105.1
10,2019-01-04 10:00:00,38.3,30.5,61.99,23.0,12.4,224.0,1016.0,38.4,9.2,Partially cloudy,EST,N.Y.C.,61761,6199.8
11,2019-01-04 11:00:00,40.4,34.1,59.36,23.0,10.0,216.0,1015.7,38.4,9.2,Partially cloudy,EST,N.Y.C.,61761,6225.7
12,2019-01-04 12:00:00,42.5,35.5,54.61,23.0,13.4,212.0,1013.7,36.7,9.9,Partially cloudy,EST,N.Y.C.,61761,6289.3
13,2019-01-04 13:00:00,44.4,37.2,52.84,23.0,16.3,228.0,1013.2,38.4,9.9,Partially cloudy,EST,N.Y.C.,61761,6279.8
14,2019-01-04 14:00:00,45.2,38.3,52.71,23.42142857142857,15.8,228.0,1012.6,32.3,9.9,Partially cloudy,EST,N.Y.C.,61761,6258.5
15,2019-01-04 15:00:00,46.3,40.1,50.98,23.64017857142857,14.3,240.0,1012.6,34.4,9.9,Partially cloudy,EST,N.Y.C.,61761,6288.3
16,2019-01-04 16:00:00,46.1,40.7,51.64,23.834623015873017,11.7,220.0,1012.2,37.5,9.9,Partially cloudy,EST,N.Y.C.,61761,6314.6
17,2019-01-04 17:00:00,45.2,39.9,59.4,24.009623015873018,10.8,220.0,1012.1,32.3,9.9,Partially cloudy,EST,N.Y.C.,61761,6459.1
18,2019-01-04 18:00:00,44.9,40.3,63.56,24.15204725829726,8.7,220.0,1012.0,32.3,9.9,Partially cloudy,EST,N.Y.C.,61761,6484.6
19,2019-01-04 19:00:00,44.9,41.1,67.57,24.282602813852815,6.9,206.0,1011.4,32.3,9.9,Partially cloudy,EST,N.Y.C.,61761,6250.5
20,2019-01-04 20:00:00,45.1,42.2,70.75,24.37069805194805,5.4,189.0,1011.3,32.3,9.9,Partially cloudy,EST,N.Y.C.,61761,6038.0
21,2019-01-04 21:00:00,44.8,41.1,73.48,24.436875773036487,6.8,181.0,1010.6,32.3,9.9,Partially cloudy,EST,N.Y.C.,61761,5835.9
22,2019-01-04 22:00:00,45.8,45.8,70.83,24.2,2.0,0.0,1009.3,39.2,9.9,Partially cloudy,EST,N.Y.C.,61761,5600.2
23,2019-01-04 23:00:00,45.8,45.8,73.55,24.75,2.7,125.0,1008.8,59.0,9.9,Partially cloudy,EST,N.Y.C.,61761,5309.7
0,2019-01-05 00:00:00,46.5,46.5,69.69,24.75,2.7,117.0,1007.7,94.1,9.9,Overcast,EST,N.Y.C.,61761,4959.0
1,2019-01-05 01:00:00,44.1,41.1,83.65,24.75,5.4,54.0,1006.5,74.4,7.2,"Rain, Partially cloudy",EST,N.Y.C.,61761,4660.8
2,2019-01-05 02:00:00,42.8,37.7,94.03,24.75,8.6,35.0,1005.8,88.3,2.8,"Rain, Partially cloudy",EST,N.Y.C.,61761,4501.2
3,2019-01-05 03:00:00,42.7,38.1,95.24,24.566666666666666,7.6,42.0,1005.0,97.5,2.7,"Rain, Overcast",EST,N.Y.C.,61761,4378.8
4,2019-01-05 04:00:00,42.7,37.0,95.24,24.566666666666666,10.0,38.0,1003.5,99.0,1.8,"Rain, Overcast",EST,N.Y.C.,61761,4318.1
5,2019-01-05 05:00:00,42.7,36.7,95.93,24.566666666666666,10.8,42.0,1002.1,94.4,4.0,"Rain, Overcast",EST,N.Y.C.,61761,4342.5
6,2019-01-05 06:00:00,42.7,36.7,94.2,24.566666666666666,10.8,38.0,1001.1,100.0,2.5,Overcast,EST,N.Y.C.,61761,4425.8
7,2019-01-05 07:00:00,42.9,36.2,96.34,24.2,12.6,45.0,1000.8,100.0,2.3,Overcast,EST,N.Y.C.,61761,4611.1
8,2019-01-05 08:00:00,43.2,35.3,95.48,25.3,17.2,52.0,1000.2,100.0,2.0,Overcast,EST,N.Y.C.,61761,4859.4
9,2019-01-05 09:00:00,44.1,36.3,94.05,24.2,17.9,46.0,999.2,100.0,1.6,"Rain, Overcast",EST,N.Y.C.,61761,5137.0
10,2019-01-05 10:00:00,44.2,36.5,95.55,24.2,17.7,42.0,998.5,100.0,4.4,"Rain, Overcast",EST,N.Y.C.,61761,5409.2
11,2019-01-05 11:00:00,45.0,37.4,92.52,24.2,18.1,32.0,997.5,100.0,2.3,"Rain, Overcast",EST,N.Y.C.,61761,5561.0
12,2019-01-05 12:00:00,45.4,38.3,91.49,24.2,16.7,25.0,996.2,97.2,2.3,"Rain, Overcast",EST,N.Y.C.,61761,5641.5
13,2019-01-05 13:00:00,44.3,37.4,95.5,23.049999999999997,14.6,4.0,995.4,100.0,5.5,"Rain, Overcast",EST,N.Y.C.,61761,5673.6
14,2019-01-05 14:00:00,44.4,38.3,92.98,23.799999999999997,12.2,358.0,995.7,100.0,3.8,"Rain, Overcast",EST,N.Y.C.,61761,5640.5
15,2019-01-05 15:00:00,45.4,39.2,88.82,25.299999999999997,13.6,16.0,996.1,93.1,7.2,"Rain, Overcast",EST,N.Y.C.,61761,5618.1
16,2019-01-05 16:00:00,44.4,37.0,91.32,24.2,16.8,334.0,998.0,85.9,7.7,"Rain, Partially cloudy",EST,N.Y.C.,61761,5678.5
17,2019-01-05 17:00:00,43.4,36.4,92.5,25.666666666666668,14.4,333.0,999.7,74.3,2.6,"Rain, Partially cloudy",EST,N.Y.C.,61761,5814.7
18,2019-01-05 18:00:00,43.6,38.0,90.7,25.666666666666668,10.3,338.0,1001.1,74.2,9.9,"Rain, Partially cloudy",EST,N.Y.C.,61761,5844.1
19,2019-01-05 19:00:00,44.6,39.6,90.67,25.666666666666668,9.4,326.0,1002.5,69.4,9.2,"Rain, Partially cloudy",EST,N.Y.C.,61761,5803.7
20,2019-01-05 20:00:00,44.5,38.3,83.37,25.0,12.6,316.0,1003.7,36.5,9.9,Partially cloudy,EST,N.Y.C.,61761,5716.7
21,2019-01-05 21:00:00,43.8,39.8,81.28,24.16,6.9,330.0,1004.3,6.1,9.9,Clear,EST,N.Y.C.,61761,5547.1
22,2019-01-05 22:00:00,44.3,38.0,70.87,21.9,12.8,302.0,1004.9,0.0,9.9,Clear,EST,N.Y.C.,61761,5412.5
23,2019-01-05 23:00:00,43.2,36.6,70.11,25.3,12.7,310.0,1005.5,0.0,9.9,Clear,EST,N.Y.C.,61761,5184.6
0,2019-01-06 00:00:00,41.3,34.2,72.21,29.8,12.5,283.0,1006.4,0.0,9.9,Clear,EST,N.Y.C.,61761,4916.6
1,2019-01-06 01:00:00,40.4,33.1,69.27,21.9,12.6,296.0,1006.8,0.0,9.9,Clear,EST,N.Y.C.,61761,4692.3
2,2019-01-06 02:00:00,40.1,34.1,69.26,22.96666666666667,9.2,300.0,1007.9,0.0,9.9,Clear,EST,N.Y.C.,61761,4516.6
3,2019-01-06 03:00:00,40.1,33.6,69.26,24.450000000000003,10.5,302.0,1008.5,0.0,9.9,Clear,EST,N.Y.C.,61761,4380.4
4,2019-01-06 04:00:00,40.7,34.5,68.27,26.78,10.0,280.0,1008.4,4.4,9.9,Clear,EST,N.Y.C.,61761,4301.2
5,2019-01-06 05:00:00,42.4,36.9,67.34,23.0,9.2,258.0,1008.8,95.7,9.9,Overcast,EST,N.Y.C.,61761,4329.4
6,2019-01-06 06:00:00,44.2,38.0,67.15,20.8,12.4,238.0,1008.8,99.0,9.9,Overcast,EST,N.Y.C.,61761,4352.9
7,2019-01-06 07:00:00,44.0,39.1,68.37,32.06666666666667,8.7,236.0,1009.4,94.4,9.9,Overcast,EST,N.Y.C.,61761,4513.5
8,2019-01-06 08:00:00,44.1,39.0,70.09,32.0,9.4,226.0,1010.2,90.2,9.5,Overcast,EST,N.Y.C.,61761,4652.5
9,2019-01-06 09:00:00,45.3,40.0,68.14,32.6,10.5,246.0,1011.3,62.1,9.5,Partially cloudy,EST,N.Y.C.,61761,4951.7
10,2019-01-06 10:00:00,46.0,41.7,66.33,32.44444444444444,8.5,244.0,1012.2,83.9,9.5,Partially cloudy,EST,N.Y.C.,61761,5155.8
11,2019-01-06 11:00:00,47.8,42.1,52.43,25.1,13.9,273.0,1012.2,83.2,9.9,Partially cloudy,EST,N.Y.C.,61761,5331.1
12,2019-01-06 12:00:00,47.2,39.7,54.06,28.9,21.1,314.0,1012.2,75.5,9.9,Partially cloudy,EST,N.Y.C.,61761,5421.9
13,2019-01-06 13:00:00,48.5,40.6,42.64,36.1,25.3,308.0,1012.5,51.6,9.9,Partially cloudy,EST,N.Y.C.,61761,5387.5
14,2019-01-06 14:00:00,48.3,41.0,36.43,34.7,21.5,324.0,1013.2,53.6,9.9,Partially cloudy,EST,N.Y.C.,61761,5393.2
15,2019-01-06 15:00:00,46.8,39.3,37.46,32.7,20.4,300.0,1014.7,39.5,9.9,Partially cloudy,EST,N.Y.C.,61761,5408.4
16,2019-01-06 16:00:00,45.2,36.7,39.49,34.9,23.5,308.0,1016.2,85.8,9.9,Partially cloudy,EST,N.Y.C.,61761,5477.2
17,2019-01-06 17:00:00,43.3,35.0,42.39,31.6,19.3,316.0,1017.4,85.8,9.9,Partially cloudy,EST,N.Y.C.,61761,5706.0
18,2019-01-06 18:00:00,40.3,30.8,43.79,36.8,20.1,318.0,1019.5,25.4,9.9,Partially cloudy,EST,N.Y.C.,61761,5897.2
19,2019-01-06 19:00:00,38.4,29.4,42.28,31.2,16.3,332.0,1020.8,85.1,9.9,Partially cloudy,EST,N.Y.C.,61761,5910.7
20,2019-01-06 20:00:00,37.5,26.7,43.8,36.9,21.7,316.0,1022.1,80.1,9.9,Partially cloudy,EST,N.Y.C.,61761,5839.1
21,2019-01-06 21:00:00,35.4,23.7,41.74,36.5,23.0,328.0,1023.3,44.9,9.9,Partially cloudy,EST,N.Y.C.,61761,5742.9
22,2019-01-06 22:00:00,33.7,22.2,44.65,32.2,20.1,330.0,1023.9,10.5,9.9,Clear,EST,N.Y.C.,61761,5604.0
23,2019-01-06 23:00:00,32.6,20.2,46.63,32.0,22.4,326.0,1024.8,10.5,9.9,Clear,EST,N.Y.C.,61761,5315.8
0,2019-01-07 00:00:00,31.1,18.3,45.14,31.1,21.7,346.0,1026.0,4.4,9.9,Clear,EST,N.Y.C.,61761,5001.6
1,2019-01-07 01:00:00,30.1,19.5,45.5,29.8,14.3,320.0,1026.9,0.0,9.9,Clear,EST,N.Y.C.,61761,4794.0
2,2019-01-07 02:00:00,29.2,17.6,45.35,24.553846153846152,16.1,328.0,1027.9,0.0,9.9,Clear,EST,N.Y.C.,61761,4650.4
3,2019-01-07 03:00:00,29.1,18.8,41.71,23.35384615384615,12.8,330.0,1028.8,0.0,9.9,Clear,EST,N.Y.C.,61761,4583.3
4,2019-01-07 04:00:00,28.1,17.6,42.85,19.7,12.8,326.0,1029.0,0.0,9.9,Clear,EST,N.Y.C.,61761,4580.9
5,2019-01-07 05:00:00,27.1,17.1,42.17,19.7,10.9,334.0,1029.5,0.0,9.9,Clear,EST,N.Y.C.,61761,4707.0
6,2019-01-07 06:00:00,26.3,16.3,45.66,19.7,10.7,360.0,1030.3,0.0,9.9,Clear,EST,N.Y.C.,61761,5083.3
7,2019-01-07 07:00:00,25.3,15.6,48.45,19.7,9.6,330.0,1031.5,24.3,9.9,Partially cloudy,EST,N.Y.C.,61761,5697.5
8,2019-01-07 08:00:00,25.5,14.5,47.79,19.7,12.2,338.0,1032.3,29.0,9.9,Partially cloudy,EST,N.Y.C.,61761,6162.8
9,2019-01-07 09:00:00,25.5,15.2,48.77,19.7,10.8,338.0,1033.9,29.0,9.9,Partially cloudy,EST,N.Y.C.,61761,6385.9
10,2019-01-07 10:00:00,27.0,17.2,46.89,19.7,10.5,18.0,1034.3,24.1,9.9,Partially cloudy,EST,N.Y.C.,61761,6520.0
11,2019-01-07 11:00:00,27.3,17.5,45.06,19.7,10.7,354.0,1033.1,20.8,9.9,Partially cloudy,EST,N.Y.C.,61761,6554.5
12,2019-01-07 12:00:00,28.4,18.5,38.06,19.7,11.5,358.0,1031.6,29.0,9.9,Partially cloudy,EST,N.Y.C.,61761,6579.1
13,2019-01-07 13:00:00,30.3,20.3,33.76,19.7,12.8,350.0,1030.6,17.0,9.9,Clear,EST,N.Y.C.,61761,6555.4
14,2019-01-07 14:00:00,30.4,21.2,30.7,19.7,11.3,2.0,1030.2,20.8,9.9,Partially cloudy,EST,N.Y.C.,61761,6565.6
15,2019-01-07 15:00:00,30.5,22.7,27.6,19.7,8.5,2.0,1030.7,22.8,9.9,Partially cloudy,EST,N.Y.C.,61761,6561.2
16,2019-01-07 16:00:00,30.5,24.7,28.08,19.7,5.6,14.0,1029.9,46.6,9.9,Partially cloudy,EST,N.Y.C.,61761,6665.8
17,2019-01-07 17:00:00,31.0,31.0,27.15,19.7,2.0,22.0,1029.8,52.6,9.9,Partially cloudy,EST,N.Y.C.,61761,6895.3
18,2019-01-07 18:00:00,31.3,25.1,29.82,19.7,6.3,46.0,1029.5,97.5,9.9,Overcast,EST,N.Y.C.,61761,6938.8
19,2019-01-07 19:00:00,31.7,27.6,31.06,19.7,4.1,167.11111111111111,1028.9,88.0,9.9,Partially cloudy,EST,N.Y.C.,61761,6726.9
20,2019-01-07 20:00:00,32.2,25.0,32.05,19.7,8.1,159.0,1028.0,80.5,9.9,Partially cloudy,EST,N.Y.C.,61761,6546.2
21,2019-01-07 21:00:00,32.0,25.5,38.29,19.7,6.9,162.0,1028.3,56.5,9.9,Partially cloudy,EST,N.Y.C.,61761,6332.0
22,2019-01-07 22:00:00,33.0,26.3,41.05,19.7,7.6,147.0,1027.2,42.4,9.9,Partially cloudy,EST,N.Y.C.,61761,6046.2
23,2019-01-07 23:00:00,33.4,25.0,47.05,19.7,10.8,164.0,1025.4,58.6,9.9,Partially cloudy,EST,N.Y.C.,61761,5596.7
0,2019-01-08 00:00:00,34.3,27.1,55.55,19.7,8.9,170.0,1024.6,97.5,9.9,Overcast,EST,N.Y.C.,61761,5146.8
1,2019-01-08 01:00:00,35.1,29.5,60.77,19.7,6.7,199.0,1024.6,47.5,9.9,Partially cloudy,EST,N.Y.C.,61761,4853.7
2,2019-01-08 02:00:00,35.4,35.4,60.66,19.7,2.0,243.0,1025.5,74.2,9.9,Partially cloudy,EST,N.Y.C.,61761,4616.8
3,2019-01-08 03:00:00,37.0,33.7,65.93,19.7,4.1,128.0,1023.3,93.9,9.7,Overcast,EST,N.Y.C.,61761,4543.1
4,2019-01-08 04:00:00,36.1,32.8,83.14,19.7,4.1,132.0,1021.9,89.2,8.5,"Rain, Partially cloudy",EST,N.Y.C.,61761,4523.5
5,2019-01-08 05:00:00,37.6,35.1,87.46,19.7,3.4,117.0,1021.2,90.0,7.4,"Rain, Partially cloudy",EST,N.Y.C.,61761,4607.5
