,Time Stamp,temp,feelslike,humidity,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,conditions,Time Zone,Name,PTID,Load
11,2018-01-01 11:00:00,12.6,-2.1,36.795,21.8,10.444444444444445,311.0,1028.7,10.5,9.9,Clear,EST,N.Y.C.,61761,6404.8
12,2018-01-01 12:00:00,14.7,0.9,37.858000000000004,28.8,12.3,302.0,1028.2,10.5,9.9,Clear,EST,N.Y.C.,61761,6496.7
13,2018-01-01 13:00:00,15.8,2.1,39.34,22.9,12.7,309.0,1027.5,10.5,9.9,Clear,EST,N.Y.C.,61761,6528.9
14,2018-01-01 14:00:00,17.6,4.6,41.434285714285714,20.9,12.2,310.0,1027.1,10.5,9.9,Clear,EST,N.Y.C.,61761,6600.1
15,2018-01-01 15:00:00,18.6,7.7,43.41875,20.7,9.1,314.0,1027.2,10.5,9.9,Clear,EST,N.Y.C.,61761,6613.5
16,2018-01-01 16:00:00,18.4,6.1,44.75555555555556,19.6,11.3,314.0,1027.1,10.5,9.9,Clear,EST,N.Y.C.,61761,6654.1
17,2018-01-01 17:00:00,18.2,6.8,35.36,24.2,9.8,296.0,1027.2,10.5,9.9,Clear,EST,N.Y.C.,61761,6971.6
18,2018-01-01 18:00:00,18.2,6.1,34.43,20.8,10.8,294.0,1027.7,10.5,9.9,Clear,EST,N.Y.C.,61761,7125.9
19,2018-01-01 19:00:00,17.3,8.0,38.55,21.9,6.7,298.0,1028.1,10.5,9.9,Clear,EST,N.Y.C.,61761,7095.9
20,2018-01-01 20:00:00,17.3,6.1,38.84,20.2,9.1,275.0,1028.3,10.5,9.9,Clear,EST,N.Y.C.,61761,7008.2
21,2018-01-01 21:00:00,17.1,7.4,42.11,23.322222222222223,7.2,260.0,1027.8,10.5,9.9,Clear,EST,N.Y.C.,61761,6848.5
22,2018-01-01 22:00:00,17.1,4.2,46.75,21.5,11.8,265.0,1027.8,10.5,9.9,Clear,EST,N.Y.C.,61761,6655.5
23,2018-01-01 23:00:00,16.0,2.2,54.0,23.3,12.7,265.0,1027.8,10.5,9.9,Clear,EST,N.Y.C.,61761,6296.3
0,2018-01-02 00:00:00,15.2,5.5,57.31,24.2,6.8,271.0,1027.8,10.5,9.9,Clear,EST,N.Y.C.,61761,5993.0
1,2018-01-02 01:00:00,15.2,1.9,55.45,23.0,11.5,276.0,1027.8,10.5,9.9,Clear,EST,N.Y.C.,61761,5723.5
2,2018-01-02 02:00:00,15.2,-0.5,53.37,24.1,16.3,282.0,1028.2,10.5,9.9,Clear,EST,N.Y.C.,61761,5516.6
3,2018-01-02 03:00:00,14.3,-0.9,54.57,24.1,14.5,281.0,1028.6,0.0,9.9,Clear,EST,N.Y.C.,61761,5452.3
4,2018-01-02 04:00:00,14.1,-0.1,55.01,20.3,12.5,279.0,1028.6,0.0,9.9,Clear,EST,N.Y.C.,61761,5405.4
5,2018-01-02 05:00:00,13.1,0.7,57.43,26.4,9.4,256.0,1028.6,0.0,9.9,Clear,EST,N.Y.C.,61761,5511.5
6,2018-01-02 06:00:00,13.0,-0.3,58.02,23.0,10.6,266.0,1028.9,0.0,9.9,Clear,EST,N.Y.C.,61761,5906.6
7,2018-01-02 07:00:00,13.1,0.4,58.03,21.9,9.9,252.0,1029.7,68.8,9.9,Partially cloudy,EST,N.Y.C.,61761,6407.2
8,2018-01-02 08:00:00,13.1,2.0,60.21,19.7,7.8,260.0,1030.1,14.1,9.9,Clear,EST,N.Y.C.,61761,6859.9
9,2018-01-02 09:00:00,14.4,-0.6,57.17,21.7,9.3,256.0,1030.4,14.1,9.9,Clear,EST,N.Y.C.,61761,7072.6
10,2018-01-02 10:00:00,16.5,4.6,54.6,21.225,9.440000000000001,268.0,1030.4,14.1,9.9,Clear,EST,N.Y.C.,61761,7274.3
11,2018-01-02 11:00:00,18.7,7.5,51.65,20.740000000000002,9.766666666666667,286.0,1030.2,19.2,9.9,Clear,EST,N.Y.C.,61761,7341.5
12,2018-01-02 12:00:00,21.3,10.3,49.45,23.3,9.9,281.0,1028.8,27.9,9.9,Partially cloudy,EST,N.Y.C.,61761,7362.1
13,2018-01-02 13:00:00,23.5,12.8,47.4,21.433333333333337,9.6625,291.0,1028.0,27.9,9.9,Partially cloudy,EST,N.Y.C.,61761,7309.6
14,2018-01-02 14:00:00,25.2,15.9,43.76,18.3,9.61111111111111,257.0,1027.0,27.9,9.9,Partially cloudy,EST,N.Y.C.,61761,7292.4
15,2018-01-02 15:00:00,26.1,17.9,41.64,21.714285714285715,7.6,271.0,1026.8,27.9,9.9,Partially cloudy,EST,N.Y.C.,61761,7254.0
16,2018-01-02 16:00:00,25.2,15.3,44.77,21.875,10.1,244.0,1026.6,27.9,9.9,Partially cloudy,EST,N.Y.C.,61761,7353.9
17,2018-01-02 17:00:00,24.2,13.6,47.22,21.233333333333334,10.7,246.0,1026.5,19.2,9.9,Clear,EST,N.Y.C.,61761,7597.8
18,2018-01-02 18:00:00,24.0,14.5,45.98,21.6,8.8,240.0,1026.6,19.2,9.9,Clear,EST,N.Y.C.,61761,7653.8
19,2018-01-02 19:00:00,23.1,12.6,47.78,21.7,10.0,259.0,1027.1,14.1,9.9,Clear,EST,N.Y.C.,61761,7535.1
20,2018-01-02 20:00:00,21.5,9.9,48.69,18.8,11.4,263.0,1026.8,14.1,9.9,Clear,EST,N.Y.C.,61761,7395.9
21,2018-01-02 21:00:00,20.1,8.5,51.53,25.2,10.7,246.0,1026.8,8.0,9.9,Clear,EST,N.Y.C.,61761,7210.2
22,2018-01-02 22:00:00,19.3,9.5,49.92,23.0,8.0,261.0,1026.8,14.1,9.9,Clear,EST,N.Y.C.,61761,6895.3
23,2018-01-02 23:00:00,19.3,8.6,48.21,20.8,9.2,248.0,1026.9,14.1,9.9,Clear,EST,N.Y.C.,61761,6482.9
0,2018-01-03 00:00:00,18.8,7.6,47.56,20.9,9.7,254.0,1027.1,10.5,9.9,Clear,EST,N.Y.C.,61761,6040.0
1,2018-01-03 01:00:00,18.2,8.2,49.87,23.0,7.8,250.0,1027.0,10.5,9.9,Clear,EST,N.Y.C.,61761,5716.5
2,2018-01-03 02:00:00,18.7,9.6,47.36,16.1,6.8,236.0,1027.0,10.5,9.9,Clear,EST,N.Y.C.,61761,5521.9
3,2018-01-03 03:00:00,17.0,6.4,51.39,20.759999999999998,8.4,251.0,1027.3,10.5,9.9,Clear,EST,N.Y.C.,61761,5389.4
4,2018-01-03 04:00:00,17.0,5.3,49.96,20.312,9.9,260.0,1027.1,22.2,9.9,Partially cloudy,EST,N.Y.C.,61761,5375.9
5,2018-01-03 05:00:00,16.5,7.5,50.5,20.214399999999998,6.2,263.0,1026.7,34.2,9.9,Partially cloudy,EST,N.Y.C.,61761,5481.3
6,2018-01-03 06:00:00,16.8,16.8,47.8,20.07728,2.1,340.0,1026.6,27.9,9.9,Partially cloudy,EST,N.Y.C.,61761,5864.5
7,2018-01-03 07:00:00,16.5,9.4,47.96,19.492736,4.6,271.0,1026.8,15.6,9.9,Clear,EST,N.Y.C.,61761,6427.5
8,2018-01-03 08:00:00,16.8,16.8,46.41,20.171283199999998,2.9,304.0,1027.4,10.5,9.9,Clear,EST,N.Y.C.,61761,6816.9
9,2018-01-03 09:00:00,18.4,9.9,44.04,19.7612832,6.1,267.0,1027.4,10.5,9.9,Clear,EST,N.Y.C.,61761,7057.9
10,2018-01-03 10:00:00,19.9,14.3,41.28,19.6452832,3.9,286.0,1027.1,27.9,9.9,Partially cloudy,EST,N.Y.C.,61761,7195.1
11,2018-01-03 11:00:00,22.4,17.4,38.68,19.822649866666666,3.6,281.0,1026.5,34.2,9.9,Partially cloudy,EST,N.Y.C.,61761,7192.7
12,2018-01-03 12:00:00,25.3,25.3,35.21,20.06961875555556,1.3,288.0,1025.4,34.2,9.9,Partially cloudy,EST,N.Y.C.,61761,7200.2
13,2018-01-03 13:00:00,27.2,27.2,33.29,20.49234515555556,0.0,0.0,1024.4,34.2,9.9,Partially cloudy,EST,N.Y.C.,61761,7149.2
14,2018-01-03 14:00:00,28.9,24.6,28.43,20.943440622222223,3.9,170.0,1023.2,34.2,9.9,Partially cloudy,EST,N.Y.C.,61761,7127.3
15,2018-01-03 15:00:00,29.0,29.0,31.82,21.487143212698413,2.3,62.0,1022.1,34.2,9.9,Partially cloudy,EST,N.Y.C.,61761,7093.1
16,2018-01-03 16:00:00,29.2,29.2,30.29,22.092313735775335,1.6,48.0,1021.6,34.2,9.9,Partially cloudy,EST,N.Y.C.,61761,7192.7
17,2018-01-03 17:00:00,28.1,21.1,36.47,22.712918110378514,6.7,178.0,1022.7,34.2,9.9,Partially cloudy,EST,N.Y.C.,61761,7375.3
18,2018-01-03 18:00:00,27.0,27.0,41.74,18.3,2.7,73.0,1021.6,34.2,9.9,Partially cloudy,EST,N.Y.C.,61761,7445.4
19,2018-01-03 19:00:00,27.2,21.4,38.17,19.5,5.0,164.0,1021.1,35.9,9.9,Partially cloudy,EST,N.Y.C.,61761,7310.7
20,2018-01-03 20:00:00,28.0,28.0,35.68,21.633333333333336,1.6,53.0,1020.0,38.4,9.9,Partially cloudy,EST,N.Y.C.,61761,7132.4
21,2018-01-03 21:00:00,29.0,22.9,46.62,22.3,5.8,120.0,1020.1,38.4,9.9,Partially cloudy,EST,N.Y.C.,61761,6913.1
22,2018-01-03 22:00:00,27.8,21.8,51.58,23.72,5.4,53.0,1018.8,38.4,9.9,Partially cloudy,EST,N.Y.C.,61761,6650.5
23,2018-01-03 23:00:00,28.5,21.5,49.21,25.133333333333336,6.7,23.0,1017.0,100.0,9.9,Overcast,EST,N.Y.C.,61761,6268.2
0,2018-01-04 00:00:00,28.6,21.7,46.24,26.285714285714285,6.5,30.0,1016.0,100.0,9.9,Overcast,EST,N.Y.C.,61761,5826.4
1,2018-01-04 01:00:00,28.0,19.9,41.36,27.512500000000003,8.1,38.0,1013.8,100.0,9.9,Overcast,EST,N.Y.C.,61761,5544.5
2,2018-01-04 02:00:00,28.1,18.8,47.26,28.511111111111113,10.2,33.0,1012.2,100.0,9.9,Overcast,EST,N.Y.C.,61761,5324.7
3,2018-01-04 03:00:00,28.1,18.9,39.72,18.3,10.0,10.0,1010.2,100.0,9.9,Overcast,EST,N.Y.C.,61761,5204.8
4,2018-01-04 04:00:00,28.1,17.7,90.36666666666667,20.7,12.5,18.0,1007.1,100.0,9.9,Overcast,EST,N.Y.C.,61761,5176.5
5,2018-01-04 05:00:00,27.3,15.4,89.78500000000001,25.9,15.5,13.0,1004.7,100.0,7.2,"Snow, Overcast",EST,N.Y.C.,61761,5288.5
6,2018-01-04 06:00:00,24.5,13.7,89.37400000000001,24.3,11.4,360.0,1002.9,100.0,1.0,"Snow, Overcast",EST,N.Y.C.,61761,5613.0
7,2018-01-04 07:00:00,24.0,11.5,87.02833333333335,29.4,14.6,360.0,1000.9,74.6,0.9,"Snow, Partially cloudy",EST,N.Y.C.,61761,5994.4
8,2018-01-04 08:00:00,24.1,11.7,84.50000000000001,32.2,14.2,358.0,999.2,72.4,0.5,"Snow, Partially cloudy",EST,N.Y.C.,61761,6446.5
9,2018-01-04 09:00:00,22.0,9.071428571428571,81.72375,33.2,19.3,12.0,998.2,65.2,0.1,"Snow, Partially cloudy",EST,N.Y.C.,61761,6835.7
10,2018-01-04 10:00:00,22.0,6.4,79.19777777777777,36.1,21.6,350.0,996.2,82.8,0.0,"Snow, Partially cloudy",EST,N.Y.C.,61761,7075.4
11,2018-01-04 11:00:00,23.3,9.685714285714285,90.61,36.5,21.4,340.0,995.6,62.2,0.0,"Snow, Partially cloudy",EST,N.Y.C.,61761,7184.3
12,2018-01-04 12:00:00,23.4,8.3,92.02,43.4,21.5,348.0,992.7,45.5,0.0,"Snow, Partially cloudy",EST,N.Y.C.,61761,7293.5
13,2018-01-04 13:00:00,24.0,6.9,88.47,41.8,29.1,330.0,991.8,57.4,0.0,"Snow, Partially cloudy",EST,N.Y.C.,61761,7275.5
14,2018-01-04 14:00:00,23.5,11.1,88.04,28.4,14.0,317.0,990.8,62.2,0.1,"Snow, Partially cloudy",EST,N.Y.C.,61761,7220.6
15,2018-01-04 15:00:00,23.3,8.675,87.73,29.4,16.3,311.0,991.2,89.8,0.4,"Snow, Partially cloudy",EST,N.Y.C.,61761,7190.2
16,2018-01-04 16:00:00,24.4,9.2,75.3,38.5,22.5,314.0,991.6,100.0,3.7,"Snow, Overcast",EST,N.Y.C.,61761,7160.4
17,2018-01-04 17:00:00,25.3,10.8,69.33,39.1,21.1,304.0,992.7,100.0,6.4,"Snow, Overcast",EST,N.Y.C.,61761,7323.9
18,2018-01-04 18:00:00,25.9,10.8,62.29,41.8,24.2,308.0,993.6,100.0,7.7,Overcast,EST,N.Y.C.,61761,7432.4
19,2018-01-04 19:00:00,25.9,3.500000000000001,58.99,36.3,15.6,302.0,995.1,99.2,8.5,Overcast,EST,N.Y.C.,61761,7273.7
20,2018-01-04 20:00:00,24.2,10.7,56.0,35.3,17.2,295.0,996.5,68.4,9.9,Partially cloudy,EST,N.Y.C.,61761,7142.6
21,2018-01-04 21:00:00,23.3,9.2,53.11,37.3,18.1,288.0,998.2,90.4,9.9,Overcast,EST,N.Y.C.,61761,6926.9
22,2018-01-04 22:00:00,21.9,8.5,54.21,36.4,15.5,301.0,999.0,100.0,9.9,Overcast,EST,N.Y.C.,61761,6686.4
23,2018-01-04 23:00:00,21.0,5.8,54.03,35.3,19.4,292.0,999.6,97.5,9.9,Overcast,EST,N.Y.C.,61761,6334.4
0,2018-01-05 00:00:00,19.1,4.4,52.86,33.5,16.8,290.0,1000.1,72.8,9.6,Partially cloudy,EST,N.Y.C.,61761,5991.4
1,2018-01-05 01:00:00,17.2,1.5,52.92,33.8,17.6,288.0,1000.9,82.6,9.7,Partially cloudy,EST,N.Y.C.,61761,5721.0
2,2018-01-05 02:00:00,15.4,-0.9,55.83,31.2,17.7,282.0,1002.0,10.5,9.9,Clear,EST,N.Y.C.,61761,5571.8
3,2018-01-05 03:00:00,14.1,-3.3,54.38,34.5,19.5,282.0,1002.7,10.5,9.9,Clear,EST,N.Y.C.,61761,5468.6
4,2018-01-05 04:00:00,12.9,-4.4,52.59,34.1,18.6,290.0,1003.4,10.5,9.9,Clear,EST,N.Y.C.,61761,5483.8
5,2018-01-05 05:00:00,12.0,-8.5,51.92,32.7,26.3,286.0,1004.7,10.5,9.9,Clear,EST,N.Y.C.,61761,5590.0
6,2018-01-05 06:00:00,11.1,-6.6,53.05,29.3,18.1,285.0,1006.4,10.5,9.9,Clear,EST,N.Y.C.,61761,5887.7
7,2018-01-05 07:00:00,10.1,-6.8,51.22,31.7,15.7,295.0,1007.1,10.5,9.9,Snow,EST,N.Y.C.,61761,6405.1
8,2018-01-05 08:00:00,9.4,-8.6,50.99,31.3,17.5,274.0,1007.7,10.5,9.9,Clear,EST,N.Y.C.,61761,6812.4
9,2018-01-05 09:00:00,9.6,-7.3,49.97,31.7,15.5,288.0,1008.6,10.5,9.9,Clear,EST,N.Y.C.,61761,7105.2
10,2018-01-05 10:00:00,11.4,-6.1,46.77,30.0,17.8,284.0,1009.4,10.5,9.9,Clear,EST,N.Y.C.,61761,7354.7
11,2018-01-05 11:00:00,12.3,-5.2,43.39,32.7,18.3,288.0,1010.0,10.5,9.9,Clear,EST,N.Y.C.,61761,7468.2
12,2018-01-05 12:00:00,13.7,-3.2,41.41,30.3,18.1,284.0,1009.8,10.5,9.9,Clear,EST,N.Y.C.,61761,7522.4
13,2018-01-05 13:00:00,14.8,-3.1,40.0,32.9,21.3,284.0,1010.0,10.5,9.9,Clear,EST,N.Y.C.,61761,7531.7
14,2018-01-05 14:00:00,15.7,-0.3,37.22,32.2,17.2,288.0,1010.4,27.1,9.9,Partially cloudy,EST,N.Y.C.,61761,7473.0
15,2018-01-05 15:00:00,15.9,-1.6,35.36,34.1,21.4,290.0,1011.0,10.5,9.9,Clear,EST,N.Y.C.,61761,7492.1
16,2018-01-05 16:00:00,16.5,1.8,35.18,29.9,14.8,297.0,1011.8,10.5,9.9,Clear,EST,N.Y.C.,61761,7533.5
17,2018-01-05 17:00:00,15.5,0.9,36.21,22.3,14.1,287.0,1012.6,10.5,9.9,Clear,EST,N.Y.C.,61761,7720.4
18,2018-01-05 18:00:00,14.8,1.1,37.72,24.0,12.0,289.0,1013.7,10.5,9.9,Clear,EST,N.Y.C.,61761,7831.5
19,2018-01-05 19:00:00,14.4,-1.6,36.33,29.3,16.5,287.0,1014.7,10.5,9.9,Clear,EST,N.Y.C.,61761,7687.4
20,2018-01-05 20:00:00,13.4,-4.2,36.44,31.6,19.3,286.0,1015.1,65.2,9.9,Partially cloudy,EST,N.Y.C.,61761,7533.0
21,2018-01-05 21:00:00,12.1,-4.5,38.64,29.6,16.3,282.0,1015.9,10.5,9.9,Clear,EST,N.Y.C.,61761,7380.2
22,2018-01-05 22:00:00,11.4,-6.1,40.25,29.8,17.9,290.0,1016.6,10.5,9.9,Clear,EST,N.Y.C.,61761,7118.1
23,2018-01-05 23:00:00,11.1,-5.4,38.87,30.0,15.3,284.0,1017.6,10.5,9.9,Clear,EST,N.Y.C.,61761,6830.8
0,2018-01-06 00:00:00,10.3,-6.599999999999999,41.31,26.2,13.1,290.0,1018.4,10.5,9.9,Clear,EST,N.Y.C.,61761,6453.4
1,2018-01-06 01:00:00,10.3,-6.885714285714285,41.31,30.2,14.6,291.0,1018.4,0.0,9.9,Clear,EST,N.Y.C.,61761,6127.4
2,2018-01-06 02:00:00,9.4,-6.925,43.57,29.3,15.0,274.0,1018.6,0.0,9.9,Clear,EST,N.Y.C.,61761,5925.7
3,2018-01-06 03:00:00,9.2,-6.699999999999999,43.39,28.0,14.0,286.0,1019.1,0.0,9.9,Clear,EST,N.Y.C.,61761,5796.1
4,2018-01-06 04:00:00,9.2,-7.1,41.81,25.5,14.1,281.0,1019.5,0.0,9.9,Clear,EST,N.Y.C.,61761,5730.4
5,2018-01-06 05:00:00,9.1,-7.4,45.08,27.0,14.3,273.0,1020.3,0.0,9.9,Clear,EST,N.Y.C.,61761,5741.8
6,2018-01-06 06:00:00,8.3,-2.0,53.57,24.2,6.0,308.0,1020.9,10.5,9.9,Clear,EST,N.Y.C.,61761,5827.0
7,2018-01-06 07:00:00,8.1,-9.0,53.57,25.6,14.9,272.0,1021.1,24.3,9.9,Partially cloudy,EST,N.Y.C.,61761,6069.6
8,2018-01-06 08:00:00,8.3,-6.8,51.69,29.3,11.6,277.0,1021.7,15.6,9.9,Clear,EST,N.Y.C.,61761,6259.7
9,2018-01-06 09:00:00,9.0,-7.3,50.82,25.5,13.9,274.0,1022.8,36.4,9.9,Partially cloudy,EST,N.Y.C.,61761,6534.4
10,2018-01-06 10:00:00,9.6,-8.6,45.1,27.7,18.2,290.0,1023.4,15.6,9.9,Clear,EST,N.Y.C.,61761,6757.9
11,2018-01-06 11:00:00,10.8,-7.2,38.51,27.6,18.6,286.0,1023.6,10.5,9.9,Clear,EST,N.Y.C.,61761,6928.5
12,2018-01-06 12:00:00,11.7,-4.9,34.87,26.7,16.0,290.0,1023.1,10.5,9.9,Clear,EST,N.Y.C.,61761,7019.9
13,2018-01-06 13:00:00,12.5,-4.1,33.71,28.5,16.4,290.0,1022.6,10.5,9.9,Clear,EST,N.Y.C.,61761,7055.0
14,2018-01-06 14:00:00,12.7,-2.4,34.51,29.1,13.6,298.0,1023.0,10.5,9.9,Clear,EST,N.Y.C.,61761,7034.1
15,2018-01-06 15:00:00,12.7,-4.5,33.48,29.9,17.9,284.0,1023.5,6.1,9.9,Clear,EST,N.Y.C.,61761,7057.9
16,2018-01-06 16:00:00,12.7,-2.5,36.74,25.9,13.7,304.0,1024.4,6.1,9.9,Clear,EST,N.Y.C.,61761,7075.9
17,2018-01-06 17:00:00,11.6,-5.8,49.93,28.8,17.6,305.0,1025.0,6.1,9.9,Clear,EST,N.Y.C.,61761,7313.0
18,2018-01-06 18:00:00,11.2,-3.8,50.698,24.0,12.8,294.0,1026.4,6.1,9.9,Clear,EST,N.Y.C.,61761,7512.1
19,2018-01-06 19:00:00,10.3,-5.2,51.326666666666675,27.7,13.2,298.0,1028.2,6.1,9.9,Clear,EST,N.Y.C.,61761,7440.2
20,2018-01-06 20:00:00,9.2,-7.0,52.03857142857144,27.0,14.0,304.0,1028.4,0.0,9.9,Clear,EST,N.Y.C.,61761,7358.0
21,2018-01-06 21:00:00,8.5,-8.4,52.647499999999994,23.3,14.9,310.0,1028.9,0.0,9.9,Clear,EST,N.Y.C.,61761,7243.6
22,2018-01-06 22:00:00,8.3,-8.7,53.112222222222215,23.2,14.8,300.0,1029.6,0.0,9.9,Clear,EST,N.Y.C.,61761,7073.3
23,2018-01-06 23:00:00,7.5,-7.1,46.8,31.9,10.6,302.0,1030.5,0.0,9.9,Clear,EST,N.Y.C.,61761,6809.2
0,2018-01-07 00:00:00,7.3,-8.7,49.16,29.2,12.7,294.0,1030.6,4.4,9.9,Clear,EST,N.Y.C.,61761,6504.0
1,2018-01-07 01:00:00,6.6,-9.3,51.6,22.8,12.2,303.0,1030.7,4.4,9.9,Clear,EST,N.Y.C.,61761,6197.4
2,2018-01-07 02:00:00,6.6,-10.1,52.16,23.1,13.5,312.0,1031.2,0.0,9.9,Clear,EST,N.Y.C.,61761,6019.5
3,2018-01-07 03:00:00,6.4,-9.5,53.77,23.4,12.1,298.0,1032.6,0.0,9.9,Clear,EST,N.Y.C.,61761,5865.9
4,2018-01-07 04:00:00,6.2,-8.6,54.47,19.4,10.5,310.0,1033.6,0.0,9.9,Clear,EST,N.Y.C.,61761,5785.1
5,2018-01-07 05:00:00,5.5,-8.1,56.31,23.0,8.7,299.0,1033.6,0.0,9.9,Clear,EST,N.Y.C.,61761,5765.9
6,2018-01-07 06:00:00,5.5,-6.9,56.91,23.0,7.4,306.0,1033.9,0.0,9.9,Clear,EST,N.Y.C.,61761,5832.8
7,2018-01-07 07:00:00,5.3,-6.2,56.83,20.95948717948718,6.5,281.0,1034.9,10.5,9.9,Clear,EST,N.Y.C.,61761,5996.0
8,2018-01-07 08:00:00,5.5,-6.6,56.31,20.803364730507585,7.1,299.0,1035.2,6.1,9.9,Clear,EST,N.Y.C.,61761,6200.6
9,2018-01-07 09:00:00,6.7,-5.4,53.97,17.2,7.4,292.0,1036.5,6.1,9.9,Clear,EST,N.Y.C.,61761,6426.6
10,2018-01-07 10:00:00,8.4,2.2,50.37,17.75,3.2,328.0,1037.1,6.1,9.9,Clear,EST,N.Y.C.,61761,6625.9
11,2018-01-07 11:00:00,99999999.0,6.985714285714286,47.19,21.066666666666666,5.3,298.0,1036.3,10.5,9.9,Clear,EST,N.Y.C.,61761,6806.9
12,2018-01-07 12:00:00,12.5,7.075,43.74,21.066666666666666,3.9,307.0,1034.6,10.5,9.9,Clear,EST,N.Y.C.,61761,6859.1
13,2018-01-07 13:00:00,14.4,6.955555555555556,41.02,21.0,6.7,277.0,1034.0,15.6,9.9,Clear,EST,N.Y.C.,61761,6886.1
14,2018-01-07 14:00:00,16.3,8.2,39.33,21.0,5.3,204.0,1033.1,15.6,9.9,Clear,EST,N.Y.C.,61761,6861.6
15,2018-01-07 15:00:00,17.1,8.0,39.78,20.740000000000002,6.4,256.0,1032.3,19.2,9.9,Clear,EST,N.Y.C.,61761,6863.9
16,2018-01-07 16:00:00,17.1,7.3,41.83,20.75,7.3,220.0,1032.7,34.2,9.9,Partially cloudy,EST,N.Y.C.,61761,6920.9
17,2018-01-07 17:00:00,17.3,7.5,42.02,20.914285714285715,7.3,227.0,1032.0,30.4,9.9,Partially cloudy,EST,N.Y.C.,61761,7192.7
18,2018-01-07 18:00:00,17.3,4.9,41.54,17.2,10.9,232.0,1031.7,34.2,9.9,Partially cloudy,EST,N.Y.C.,61761,7368.0
19,2018-01-07 19:00:00,17.3,7.0,41.55,18.3,7.9,220.0,1031.5,34.2,9.9,Partially cloudy,EST,N.Y.C.,61761,7336.7
20,2018-01-07 20:00:00,18.0,6.0,41.67,27.7,10.5,238.0,1030.6,95.7,9.9,Overcast,EST,N.Y.C.,61761,7244.6
21,2018-01-07 21:00:00,18.0,7.7,43.76,20.616666666666664,8.1,226.0,1029.9,100.0,9.9,Overcast,EST,N.Y.C.,61761,7048.9
22,2018-01-07 22:00:00,17.3,6.0,48.59,20.8,9.2,221.0,1030.0,88.9,9.9,Partially cloudy,EST,N.Y.C.,61761,6834.3
23,2018-01-07 23:00:00,17.1,3.6,50.99,20.580000000000002,12.7,220.0,1029.1,88.9,9.9,Partially cloudy,EST,N.Y.C.,61761,6450.6
0,2018-01-08 00:00:00,17.3,5.3,52.69,19.7,10.3,236.0,1028.2,95.7,9.9,Overcast,EST,N.Y.C.,61761,6064.9
1,2018-01-08 01:00:00,17.8,10.1,53.14,20.8,5.3,288.0,1027.9,97.5,9.9,Overcast,EST,N.Y.C.,61761,5792.4
2,2018-01-08 02:00:00,18.2,7.1,51.83,21.9,9.3,241.0,1027.2,100.0,9.9,Overcast,EST,N.Y.C.,61761,5685.4
3,2018-01-08 03:00:00,19.1,8.6,51.16,19.625,8.8,240.0,1026.8,100.0,9.9,Overcast,EST,N.Y.C.,61761,5515.9
4,2018-01-08 04:00:00,19.9,9.6,52.23,20.8,8.7,214.0,1026.1,98.2,9.9,Overcast,EST,N.Y.C.,61761,5522.2
5,2018-01-08 05:00:00,19.1,9.9,54.57,19.7,7.2,208.0,1025.8,22.7,9.9,Partially cloudy,EST,N.Y.C.,61761,5606.8
6,2018-01-08 06:00:00,18.9,10.1,58.74,18.033333333333335,6.6,241.0,1025.7,27.2,9.9,Partially cloudy,EST,N.Y.C.,61761,5939.6
7,2018-01-08 07:00:00,19.9,10.1,56.83,18.033333333333335,8.1,211.0,1025.2,50.8,9.9,Partially cloudy,EST,N.Y.C.,61761,6471.9
